The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) CCconfig        6)  ucx/1.14.1         11) flexiblas/3.3.1
  2) gentoo/2023     7)  libfabric/1.18.0   12) blis/0.9.0
  3) gcccore/.12.3   8)  pmix/4.2.4         13) StdEnv/2023
  4) gcc/12.3        9)  ucc/1.2.0
  5) hwloc/2.9.1     10) openmpi/4.1.5
method  A2C 

Episode 1 return: -431.61
Episode 2 return: -490.01
Episode 3 return: -502.78
Episode 4 return: -812.19
Episode 5 return: -521.12
Episode 6 return: -919.00
Episode 7 return: -578.34
Episode 8 return: -780.51
Episode 9 return: -1042.56
Episode 10 return: -604.58
Episode 11 return: -741.84
Episode 12 return: -934.60
Episode 13 return: -719.38
Episode 14 return: -1179.40
Episode 15 return: -1074.57
Episode 16 return: -757.53
Episode 17 return: -1006.77
Episode 18 return: -861.28
Episode 19 return: -787.99
Episode 20 return: -472.61
Episode 21 return: -999.97
Episode 22 return: -820.25
Episode 23 return: -1287.02
Episode 24 return: -1188.72
Episode 25 return: -1100.69
Episode 26 return: -1140.59
Episode 27 return: -816.45
Episode 28 return: -735.62
Episode 29 return: -886.05
Episode 30 return: -1204.57
Episode 31 return: -903.92
Episode 32 return: -741.51
Episode 33 return: -800.80
Episode 34 return: -1255.99
Episode 35 return: -1046.91
Episode 36 return: -798.46
Episode 37 return: -1143.04
Episode 38 return: -1053.88
Episode 39 return: -1729.76
Episode 40 return: -1515.03
Episode 41 return: -1521.96
Episode 42 return: -1185.82
Episode 43 return: -1064.90
Episode 44 return: -751.18
Episode 45 return: -856.23
Episode 46 return: -1465.74
Episode 47 return: -1310.90
Episode 48 return: -1225.50
Episode 49 return: -1252.77
Episode 50 return: -1760.12
Episode 51 return: -783.02
Episode 52 return: -1015.81
Episode 53 return: -753.19
Episode 54 return: -1250.00
Episode 55 return: -840.27
Episode 56 return: -1701.88
Episode 57 return: -719.84
Episode 58 return: -1033.83
Episode 59 return: -774.70
Episode 60 return: -935.02
Episode 61 return: -387.46
Episode 62 return: -677.09
Episode 63 return: -1361.80
Episode 64 return: -684.98
Episode 65 return: -831.23
Episode 66 return: -793.13
Episode 67 return: -509.93
Episode 68 return: -39.83
Episode 69 return: -402.13
Episode 70 return: -508.42
Episode 71 return: -906.28
Episode 72 return: -646.00
Episode 73 return: -1652.16
Episode 74 return: -366.76
Episode 75 return: -414.88
Episode 76 return: -761.59
Episode 77 return: -408.50
Episode 78 return: -377.30
Episode 79 return: -870.72
Episode 80 return: -825.89
Episode 81 return: -750.05
Episode 82 return: -688.09
Episode 83 return: -646.33
Episode 84 return: -528.13
Episode 85 return: -960.90
Episode 86 return: -468.84
Episode 87 return: -583.92
Episode 88 return: -649.26
Episode 89 return: -612.51
Episode 90 return: -578.95
Episode 91 return: -646.75
Episode 92 return: -502.00
Episode 93 return: -356.17
Episode 94 return: -438.12
Episode 95 return: -428.91
Episode 96 return: -426.52
Episode 97 return: -588.81
Episode 98 return: -603.12
Episode 99 return: -560.74
Episode 100 return: -530.03
Episode 101 return: -542.44
Episode 102 return: -481.00
Episode 103 return: -669.28
Episode 104 return: -559.58
Episode 105 return: -701.34
Episode 106 return: -604.14
Episode 107 return: -639.78
Episode 108 return: -719.24
Episode 109 return: -790.11
Episode 110 return: -767.82
Episode 111 return: -795.24
Episode 112 return: -661.85
Episode 113 return: -756.37
Episode 114 return: -784.62
Episode 115 return: -791.28
Episode 116 return: -667.17
Episode 117 return: -763.79
Episode 118 return: -770.83
Episode 119 return: -678.20
Episode 120 return: -640.88
Episode 121 return: -633.41
Episode 122 return: -794.25
Episode 123 return: -745.15
Episode 124 return: -732.69
Episode 125 return: -809.85
Episode 126 return: -670.10
Episode 127 return: -699.47
Episode 128 return: -624.62
Episode 129 return: -799.80
Episode 130 return: -765.81
Episode 131 return: -658.24
Episode 132 return: -731.65
Episode 133 return: -778.80
Episode 134 return: -711.25
Episode 135 return: -744.30
Episode 136 return: -733.71
Episode 137 return: -695.60
Episode 138 return: -626.64
Episode 139 return: -559.69
Episode 140 return: -679.93
Episode 141 return: -604.73
Episode 142 return: -448.36
Episode 143 return: -414.72
Episode 144 return: -249.29
Episode 145 return: -320.10
Episode 146 return: -223.23
Episode 147 return: -130.84
Episode 148 return: -121.76
Episode 149 return: -48.21
Episode 150 return: -194.04
Episode 151 return: -134.64
Episode 152 return: -4.38
Episode 153 return: -159.03
Episode 154 return: -106.55
Episode 155 return: -90.76
Episode 156 return: -197.19
Episode 157 return: -154.50
Episode 158 return: -139.48
Episode 159 return: -241.46
Episode 160 return: -139.76
Episode 161 return: -222.12
Episode 162 return: -150.17
Episode 163 return: -165.05
Episode 164 return: -121.92
Episode 165 return: -43.12
Episode 166 return: 67.98
Episode 167 return: -106.28
Episode 168 return: 3.29
Episode 169 return: -109.28
Episode 170 return: -60.49
Episode 171 return: -35.05
Episode 172 return: -75.70
Episode 173 return: 25.59
Episode 174 return: -180.63
Episode 175 return: -94.87
Episode 176 return: -115.89
Episode 177 return: -181.42
Episode 178 return: 73.76
Episode 179 return: 221.28
Episode 180 return: 246.17
Episode 181 return: 303.59
Episode 182 return: 291.48
Episode 183 return: -18.92
Episode 184 return: 5.32
Episode 185 return: 52.85
Episode 186 return: 215.11
Episode 187 return: 178.49
Episode 188 return: -63.27
Episode 189 return: -71.56
Episode 190 return: -96.06
Episode 191 return: -95.66
Episode 192 return: -69.98
Episode 193 return: -144.52
Episode 194 return: -60.37
Episode 195 return: -108.64
Episode 196 return: 138.88
Episode 197 return: -97.81
Episode 198 return: -113.96
Episode 199 return: -259.20
Episode 200 return: 166.07
Episode 201 return: 212.09
Episode 202 return: 266.57
Episode 203 return: 295.39
Episode 204 return: 23.60
Episode 205 return: -2.29
Episode 206 return: 236.92
Episode 207 return: 30.15
Episode 208 return: -39.02
Episode 209 return: -14.67
Episode 210 return: -5.28
Episode 211 return: -19.16
Episode 212 return: -54.70
Episode 213 return: -58.90
Episode 214 return: -32.71
Episode 215 return: 3.02
Episode 216 return: 137.12
Episode 217 return: -78.90
Episode 218 return: -89.00
Episode 219 return: -69.74
Episode 220 return: -102.53
Episode 221 return: -33.58
Episode 222 return: -7.88
Episode 223 return: 220.20
Episode 224 return: 5.07
Episode 225 return: 24.32
Episode 226 return: 59.67
Episode 227 return: 237.45
Episode 228 return: -26.92
Episode 229 return: 220.46
Episode 230 return: 184.95
Episode 231 return: 181.51
Episode 232 return: 197.34
Episode 233 return: -63.65
Episode 234 return: 168.00
Episode 235 return: 260.99
Episode 236 return: -20.23
Episode 237 return: 52.06
Episode 238 return: -22.22
Episode 239 return: 26.06
Episode 240 return: 159.67
Episode 241 return: -82.73
Episode 242 return: -98.69
Episode 243 return: 0.35
Episode 244 return: 70.45
Episode 245 return: 88.99
Episode 246 return: 43.54
Episode 247 return: -72.60
Episode 248 return: -71.22
Episode 249 return: -52.31
Episode 250 return: 186.53
Episode 251 return: 33.78
Episode 252 return: -89.06
Episode 253 return: -82.68
Episode 254 return: 29.81
Episode 255 return: -70.83
Episode 256 return: -107.52
Episode 257 return: 25.35
Episode 258 return: 56.55
Episode 259 return: -101.36
Episode 260 return: -83.71
Episode 261 return: -26.05
Episode 262 return: -45.46
Episode 263 return: -62.04
Episode 264 return: -94.23
Episode 265 return: -3.05
Episode 266 return: -35.86
Episode 267 return: -93.41
Episode 268 return: -63.33
Episode 269 return: -70.36
Episode 270 return: -118.70
Episode 271 return: -62.91
Episode 272 return: -25.75
Episode 273 return: -72.57
Episode 274 return: -66.35
Episode 275 return: -129.50
Episode 276 return: -56.26
Episode 277 return: -165.85
Episode 278 return: -77.55
Episode 279 return: -68.71
Episode 280 return: -77.91
Episode 281 return: -80.99
Episode 282 return: -63.36
Episode 283 return: -42.91
Episode 284 return: -75.51
Episode 285 return: -25.94
Episode 286 return: -69.07
Episode 287 return: -88.80
Episode 288 return: -85.93
Episode 289 return: -54.34
Episode 290 return: -55.74
Episode 291 return: -81.87
Episode 292 return: -30.09
Episode 293 return: -116.09
Episode 294 return: -49.76
Episode 295 return: -30.56
Episode 296 return: -43.80
Episode 297 return: -61.88
Episode 298 return: -78.08
Episode 299 return: -62.97
Episode 300 return: -13.32

Finished training after 300 episodes.
len(return_logger.episodic_returns):  300
method  A2C 

Episode 1 return: -638.95
Episode 2 return: -655.67
Episode 3 return: -257.95
Episode 4 return: -312.71
Episode 5 return: -132.89
Episode 6 return: -96.89
Episode 7 return: -589.32
Episode 8 return: -384.33
Episode 9 return: -661.42
Episode 10 return: -534.90
Episode 11 return: -538.51
Episode 12 return: -480.49
Episode 13 return: -409.05
Episode 14 return: -385.39
Episode 15 return: -275.06
Episode 16 return: -390.93
Episode 17 return: -343.74
Episode 18 return: -368.68
Episode 19 return: -525.52
Episode 20 return: -377.09
Episode 21 return: -561.67
Episode 22 return: -821.47
Episode 23 return: -560.24
Episode 24 return: -615.49
Episode 25 return: -575.70
Episode 26 return: -454.30
Episode 27 return: -624.69
Episode 28 return: -548.06
Episode 29 return: -844.74
Episode 30 return: -696.55
Episode 31 return: -510.68
Episode 32 return: -552.88
Episode 33 return: -628.28
Episode 34 return: -399.54
Episode 35 return: -644.17
Episode 36 return: -719.38
Episode 37 return: -603.01
Episode 38 return: -518.27
Episode 39 return: -403.70
Episode 40 return: -664.95
Episode 41 return: -731.98
Episode 42 return: -1152.22
Episode 43 return: -755.77
Episode 44 return: -832.18
Episode 45 return: -747.73
Episode 46 return: -674.17
Episode 47 return: -953.69
Episode 48 return: -974.66
Episode 49 return: -1493.11
Episode 50 return: -331.98
Episode 51 return: -642.12
Episode 52 return: -747.02
Episode 53 return: -549.13
Episode 54 return: -803.39
Episode 55 return: -690.38
Episode 56 return: -485.07
Episode 57 return: -669.40
Episode 58 return: -499.31
Episode 59 return: -408.13
Episode 60 return: -841.12
Episode 61 return: -672.77
Episode 62 return: -427.83
Episode 63 return: -759.34
Episode 64 return: -401.24
Episode 65 return: -1161.46
Episode 66 return: -1226.22
Episode 67 return: -870.34
Episode 68 return: -1090.62
Episode 69 return: -491.95
Episode 70 return: -776.16
Episode 71 return: -513.82
Episode 72 return: -429.31
Episode 73 return: -315.08
Episode 74 return: -668.14
Episode 75 return: -378.39
Episode 76 return: -197.44
Episode 77 return: -662.03
Episode 78 return: -445.95
Episode 79 return: -223.98
Episode 80 return: -527.05
Episode 81 return: -580.67
Episode 82 return: -404.99
Episode 83 return: -536.51
Episode 84 return: -420.64
Episode 85 return: -524.03
Episode 86 return: -501.53
Episode 87 return: -128.61
Episode 88 return: -92.08
Episode 89 return: -477.57
Episode 90 return: -674.39
Episode 91 return: -504.76
Episode 92 return: -436.48
Episode 93 return: -296.34
Episode 94 return: -424.82
Episode 95 return: -307.97
Episode 96 return: -134.79
Episode 97 return: -497.95
Episode 98 return: -105.60
Episode 99 return: -416.24
Episode 100 return: -649.03
Episode 101 return: -671.36
Episode 102 return: -385.36
Episode 103 return: -521.26
Episode 104 return: -573.28
Episode 105 return: -935.33
Episode 106 return: -630.35
Episode 107 return: -387.51
Episode 108 return: -661.64
Episode 109 return: -611.80
Episode 110 return: -522.51
Episode 111 return: -353.17
Episode 112 return: -378.84
Episode 113 return: -411.48
Episode 114 return: -507.36
Episode 115 return: -331.95
Episode 116 return: -624.56
Episode 117 return: -549.47
Episode 118 return: -284.87
Episode 119 return: -180.46
Episode 120 return: -429.51
Episode 121 return: -440.86
Episode 122 return: -223.84
