The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) CCconfig        6)  ucx/1.14.1         11) flexiblas/3.3.1
  2) gentoo/2023     7)  libfabric/1.18.0   12) blis/0.9.0
  3) gcccore/.12.3   8)  pmix/4.2.4         13) StdEnv/2023
  4) gcc/12.3        9)  ucc/1.2.0
  5) hwloc/2.9.1     10) openmpi/4.1.5
method  A2C 

Episode 1 return: -303.98
Episode 2 return: -156.58
Episode 3 return: -140.22
Episode 4 return: -224.62
Episode 5 return: -439.80
Episode 6 return: -909.92
Episode 7 return: -540.66
Episode 8 return: -481.72
Episode 9 return: -426.27
Episode 10 return: -535.93
Episode 11 return: -673.01
Episode 12 return: -439.29
Episode 13 return: -591.40
Episode 14 return: -463.65
Episode 15 return: -616.99
Episode 16 return: -450.23
Episode 17 return: -497.30
Episode 18 return: -553.30
Episode 19 return: -530.32
Episode 20 return: -391.58
Episode 21 return: -799.14
Episode 22 return: -463.41
Episode 23 return: -475.93
Episode 24 return: -546.51
Episode 25 return: -446.31
Episode 26 return: -419.82
Episode 27 return: -704.18
Episode 28 return: -661.49
Episode 29 return: -980.85
Episode 30 return: -809.36
Episode 31 return: -607.77
Episode 32 return: -492.03
Episode 33 return: -517.91
Episode 34 return: -504.66
Episode 35 return: -430.74
Episode 36 return: -702.70
Episode 37 return: -1052.02
Episode 38 return: -463.99
Episode 39 return: -609.15
Episode 40 return: -492.24
Episode 41 return: -489.30
Episode 42 return: -485.35
Episode 43 return: -426.89
Episode 44 return: -530.86
Episode 45 return: -628.89
Episode 46 return: -1183.03
Episode 47 return: -593.34
Episode 48 return: -736.08
Episode 49 return: -830.62
Episode 50 return: -549.73
Episode 51 return: -733.16
Episode 52 return: -452.21
Episode 53 return: -451.06
Episode 54 return: -848.91
Episode 55 return: -504.95
Episode 56 return: -720.27
Episode 57 return: -462.50
Episode 58 return: -540.07
Episode 59 return: -519.39
Episode 60 return: -356.24
Episode 61 return: -470.55
Episode 62 return: -894.24
Episode 63 return: -465.20
Episode 64 return: -473.92
Episode 65 return: -502.70
Episode 66 return: -652.04
Episode 67 return: -523.02
Episode 68 return: -1252.49
Episode 69 return: -681.16
Episode 70 return: -1168.99
Episode 71 return: -604.32
Episode 72 return: -754.44
Episode 73 return: -362.75
Episode 74 return: -502.56
Episode 75 return: -1122.85
Episode 76 return: -526.47
Episode 77 return: -422.30
Episode 78 return: -501.50
Episode 79 return: -818.59
Episode 80 return: -437.47
Episode 81 return: -425.28
Episode 82 return: -410.87
Episode 83 return: -379.32
Episode 84 return: -447.06
Episode 85 return: -500.34
Episode 86 return: -476.18
Episode 87 return: -714.15
Episode 88 return: -762.82
Episode 89 return: -512.21
Episode 90 return: -423.15
Episode 91 return: -497.17
Episode 92 return: -701.34
Episode 93 return: -632.21
Episode 94 return: -512.06
Episode 95 return: -568.61
Episode 96 return: -478.94
Episode 97 return: -407.45
Episode 98 return: -644.53
Episode 99 return: -632.40
Episode 100 return: -449.49
Episode 101 return: -421.59
Episode 102 return: -428.82
Episode 103 return: -342.02
Episode 104 return: -574.61
Episode 105 return: -730.13
Episode 106 return: -521.49
Episode 107 return: -593.25
Episode 108 return: -641.25
Episode 109 return: -564.62
Episode 110 return: -381.54
Episode 111 return: -355.80
Episode 112 return: -641.40
Episode 113 return: -430.23
Episode 114 return: -566.27
Episode 115 return: -563.85
Episode 116 return: -340.55
Episode 117 return: -844.11
Episode 118 return: -671.35
Episode 119 return: -556.85
Episode 120 return: -754.24
Episode 121 return: -441.43
Episode 122 return: -702.87
Episode 123 return: -862.24
Episode 124 return: -495.51
Episode 125 return: -769.50
Episode 126 return: -552.94
Episode 127 return: -599.36
Episode 128 return: -435.06
Episode 129 return: -688.92
Episode 130 return: -538.76
Episode 131 return: -497.63
Episode 132 return: -680.55
Episode 133 return: -508.53
Episode 134 return: -514.85
Episode 135 return: -516.16
Episode 136 return: -387.30
Episode 137 return: -709.17
Episode 138 return: -538.82
Episode 139 return: -547.59
Episode 140 return: -530.57
Episode 141 return: -721.60
Episode 142 return: -560.06
Episode 143 return: -437.00
Episode 144 return: -369.43
Episode 145 return: -1012.43
Episode 146 return: -921.97
Episode 147 return: -529.26
Episode 148 return: -960.77
Episode 149 return: -417.07
Episode 150 return: -468.74
Episode 151 return: -705.68
Episode 152 return: -477.77
Episode 153 return: -786.52
Episode 154 return: -698.13
Episode 155 return: -460.61
Episode 156 return: -832.17
Episode 157 return: -460.19
Episode 158 return: -436.68
Episode 159 return: -393.09
Episode 160 return: -754.48
Episode 161 return: -496.80
Episode 162 return: -669.78
Episode 163 return: -548.39
Episode 164 return: -544.93
Episode 165 return: -516.46
Episode 166 return: -474.02
Episode 167 return: -533.41
Episode 168 return: -703.84
Episode 169 return: -533.69
Episode 170 return: -576.59
Episode 171 return: -841.41
Episode 172 return: -993.84
Episode 173 return: -761.20
Episode 174 return: -323.24
Episode 175 return: -541.46
Episode 176 return: -501.14
Episode 177 return: -769.27
Episode 178 return: -427.38
Episode 179 return: -441.10
Episode 180 return: -1051.75
Episode 181 return: -435.94
Episode 182 return: -423.72
Episode 183 return: -777.73
Episode 184 return: -427.81
Episode 185 return: -680.29
Episode 186 return: -474.20
Episode 187 return: -447.18
Episode 188 return: -307.26
Episode 189 return: -951.05
Episode 190 return: -352.02
Episode 191 return: -525.86
Episode 192 return: -476.11
Episode 193 return: -456.77
Episode 194 return: -775.35
Episode 195 return: -868.05
Episode 196 return: -534.41
Episode 197 return: -760.85
Episode 198 return: -776.19
Episode 199 return: -375.64
Episode 200 return: -574.17
Episode 201 return: -1033.17
Episode 202 return: -494.79
Episode 203 return: -569.50
Episode 204 return: -434.61
Episode 205 return: -554.68
Episode 206 return: -390.09
Episode 207 return: -376.66
Episode 208 return: -498.78
Episode 209 return: -519.81
Episode 210 return: -655.54
Episode 211 return: -815.79
Episode 212 return: -796.53
Episode 213 return: -704.14
Episode 214 return: -576.27
Episode 215 return: -534.35
Episode 216 return: -990.90
Episode 217 return: -546.54
Episode 218 return: -552.54
Episode 219 return: -543.62
Episode 220 return: -342.84
Episode 221 return: -891.09
Episode 222 return: -460.11
Episode 223 return: -481.64
Episode 224 return: -527.96
Episode 225 return: -460.85
Episode 226 return: -577.51
Episode 227 return: -524.58
Episode 228 return: -724.39
Episode 229 return: -489.39
Episode 230 return: -516.64
Episode 231 return: -334.89
Episode 232 return: -524.02
Episode 233 return: -634.10
Episode 234 return: -447.87
Episode 235 return: -594.46
Episode 236 return: -344.65
Episode 237 return: -384.72
Episode 238 return: -503.97
Episode 239 return: -794.73
Episode 240 return: -484.95
Episode 241 return: -421.99
Episode 242 return: -419.25
Episode 243 return: -844.23
Episode 244 return: -489.01
Episode 245 return: -386.63
Episode 246 return: -466.72
Episode 247 return: -714.53
Episode 248 return: -435.92
Episode 249 return: -433.63
Episode 250 return: -579.25
Episode 251 return: -686.41
Episode 252 return: -514.30
Episode 253 return: -564.61
Episode 254 return: -478.30
Episode 255 return: -484.76
Episode 256 return: -659.99
Episode 257 return: -475.06
Episode 258 return: -410.30
Episode 259 return: -1056.56
Episode 260 return: -452.24
Episode 261 return: -925.45
Episode 262 return: -430.29
Episode 263 return: -733.45
Episode 264 return: -415.86
Episode 265 return: -428.35
Episode 266 return: -765.69
Episode 267 return: -532.32
Episode 268 return: -712.52
Episode 269 return: -455.45
Episode 270 return: -548.16
Episode 271 return: -1022.33
Episode 272 return: -501.97
Episode 273 return: -733.25
Episode 274 return: -761.37
Episode 275 return: -431.64
Episode 276 return: -662.00
Episode 277 return: -964.85
Episode 278 return: -523.95
Episode 279 return: -536.46
Episode 280 return: -508.57
Episode 281 return: -872.10
Episode 282 return: -516.96
Episode 283 return: -471.40
Episode 284 return: -443.40
Episode 285 return: -539.44
Episode 286 return: -485.39
Episode 287 return: -788.40
Episode 288 return: -868.20
Episode 289 return: -553.74
Episode 290 return: -442.28
Episode 291 return: -573.27
Episode 292 return: -503.94
Episode 293 return: -454.66
Episode 294 return: -541.53
Episode 295 return: -718.52
Episode 296 return: -370.12
Episode 297 return: -390.92
Episode 298 return: -595.10
Episode 299 return: -454.24
Episode 300 return: -674.64

Finished training after 300 episodes.
len(return_logger.episodic_returns):  300
method  A2C 

Episode 1 return: -439.68
Episode 2 return: -1181.32
Episode 3 return: -633.76
Episode 4 return: -1069.92
Episode 5 return: -664.06
Episode 6 return: -549.81
Episode 7 return: -595.94
Episode 8 return: -886.21
Episode 9 return: -797.64
Episode 10 return: -484.61
Episode 11 return: -931.09
Episode 12 return: -527.16
Episode 13 return: -1105.99
Episode 14 return: -762.22
Episode 15 return: -436.98
Episode 16 return: -537.18
Episode 17 return: -422.96
Episode 18 return: -1000.39
Episode 19 return: -823.98
Episode 20 return: -337.54
Episode 21 return: -593.71
Episode 22 return: -1014.27
Episode 23 return: -464.11
Episode 24 return: -411.53
Episode 25 return: -485.97
Episode 26 return: -543.26
Episode 27 return: -272.26
Episode 28 return: -522.40
Episode 29 return: -697.27
Episode 30 return: -493.49
Episode 31 return: -547.49
Episode 32 return: -400.12
Episode 33 return: -303.24
Episode 34 return: -438.70
Episode 35 return: -379.77
Episode 36 return: -379.37
Episode 37 return: -556.85
Episode 38 return: -418.35
Episode 39 return: -345.62
Episode 40 return: -632.81
Episode 41 return: -504.14
Episode 42 return: -161.68
Episode 43 return: -430.43
Episode 44 return: -491.92
Episode 45 return: -561.81
Episode 46 return: -393.12
Episode 47 return: -468.87
Episode 48 return: -757.68
Episode 49 return: -787.26
Episode 50 return: -816.52
Episode 51 return: -871.43
Episode 52 return: -445.81
Episode 53 return: -542.93
Episode 54 return: -474.44
Episode 55 return: -580.44
Episode 56 return: -498.07
Episode 57 return: -181.97
Episode 58 return: -497.59
Episode 59 return: -513.12
Episode 60 return: -283.56
Episode 61 return: -494.62
Episode 62 return: -488.82
Episode 63 return: -524.64
Episode 64 return: -408.90
Episode 65 return: -241.26
Episode 66 return: -603.09
Episode 67 return: -584.09
Episode 68 return: -466.24
Episode 69 return: -346.84
Episode 70 return: -510.36
Episode 71 return: -439.28
Episode 72 return: -760.87
Episode 73 return: -622.43
Episode 74 return: -411.36
Episode 75 return: -447.52
Episode 76 return: -529.85
Episode 77 return: -560.52
Episode 78 return: -264.64
Episode 79 return: -510.39
Episode 80 return: -418.92
Episode 81 return: -335.08
Episode 82 return: -904.87
Episode 83 return: -374.96
Episode 84 return: -749.21
Episode 85 return: -732.60
Episode 86 return: -443.91
Episode 87 return: -582.48
Episode 88 return: -803.06
Episode 89 return: -881.65
Episode 90 return: -748.03
Episode 91 return: -861.55
Episode 92 return: -624.31
Episode 93 return: -655.13
Episode 94 return: -452.32
Episode 95 return: -492.59
Episode 96 return: -547.98
Episode 97 return: -425.39
Episode 98 return: -475.73
Episode 99 return: -560.58
Episode 100 return: -481.43
Episode 101 return: -234.85
Episode 102 return: -640.62
Episode 103 return: -409.25
Episode 104 return: -199.56
Episode 105 return: -271.73
Episode 106 return: -405.35
Episode 107 return: -105.70
Episode 108 return: -462.76
Episode 109 return: -433.22
Episode 110 return: -582.52
Episode 111 return: -308.73
Episode 112 return: -537.40
Episode 113 return: -398.61
Episode 114 return: -680.24
Episode 115 return: -380.24
Episode 116 return: -349.14
Episode 117 return: -333.46
Episode 118 return: -480.30
Episode 119 return: -554.60
Episode 120 return: -506.14
Episode 121 return: -474.16
Episode 122 return: -661.68
Episode 123 return: -474.50
